Sr. No.,State,Hon'ble Members of Parliaments,Constituency,Allocated AMOUNT ( ₹ ),state_clean,mp_clean,constituency_clean,allocated_amount,missing_state,missing_mp,missing_constituency,missing_amount,duplicate_record,extreme_amount,data_quality_score,data_quality_alert,record_type,ml_eligible,amount_numeric,amount_valid,log_amount,amount_percentile,robust_deviation,metadata_missing_count,metadata_risk,isolation_score,isolation_anomaly,statistical_score,percentile_signal,anomaly_score,risk_level,ai_explanation,requires_review,alert_priority,financial_risk,ml_risk,statistical_risk,quality_risk,risk_factors,risk_factors_text,risk_score,final_risk_level,investigation_priority,recommended_action,alert_status,alert_message,risk_rank
497,Jharkhand,SUKHDEO BHAGAT,LOHARDAGA(ST),171821957.11,Jharkhand,SUKHDEO BHAGAT,LOHARDAGA(ST),171821957.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,171821957.11,True,18.96196937139606,91.5129151291513,0.0,0,0.0,42.72568260524018,False,0.0,40,25.23,LOW,Data-quality validation requires review,False,LOW,50,42.72568260524018,0.0,50.0,"['Allocation is in the top 10% of observed records', 'Data-quality validation requires review']",Allocation is in the top 10% of observed records | Data-quality validation requires review,31.52,MEDIUM,MONITOR,Monitor and perform periodic data/document verification,MONITOR_ALERT,MEDIUM RISK | Score 31.52/100 | MP: SUKHDEO BHAGAT | Constituency: LOHARDAGA(ST) | Factors: Allocation is in the top 10% of observed records | Data-quality validation requires review | Recommended action: Monitor and perform periodic data/document verification,51.0
244,Andhra Pradesh,Kinjarapu Ram Mohan Naidu,SRIKAKULAM,171200630.11,Andhra Pradesh,Kinjarapu Ram Mohan Naidu,SRIKAKULAM,171200630.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,171200630.11,True,18.95834670805531,90.40590405904058,0.0,0,0.0,42.44036740005159,False,0.0,40,25.1,LOW,Data-quality validation requires review,False,LOW,50,42.44036740005159,0.0,50.0,"['Allocation is in the top 10% of observed records', 'Data-quality validation requires review']",Allocation is in the top 10% of observed records | Data-quality validation requires review,31.42,MEDIUM,MONITOR,Monitor and perform periodic data/document verification,MONITOR_ALERT,MEDIUM RISK | Score 31.42/100 | MP: Kinjarapu Ram Mohan Naidu | Constituency: SRIKAKULAM | Factors: Allocation is in the top 10% of observed records | Data-quality validation requires review | Recommended action: Monitor and perform periodic data/document verification,52.0
458,Kerala,Shri NK Premachandran,KOLLAM,171477994.11,Kerala,Shri NK Premachandran,KOLLAM,171477994.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,171477994.11,True,18.95996550794154,90.59040590405904,0.0,0,0.0,41.29275668289156,False,0.0,40,24.58,LOW,Data-quality validation requires review,False,LOW,50,41.29275668289156,0.0,50.0,"['Allocation is in the top 10% of observed records', 'Data-quality validation requires review']",Allocation is in the top 10% of observed records | Data-quality validation requires review,30.98,MEDIUM,MONITOR,Monitor and perform periodic data/document verification,MONITOR_ALERT,MEDIUM RISK | Score 30.98/100 | MP: Shri NK Premachandran | Constituency: KOLLAM | Factors: Allocation is in the top 10% of observed records | Data-quality validation requires review | Recommended action: Monitor and perform periodic data/document verification,53.0
199,West Bengal,JAGADISH CHANDRA BARMA BASUNIA,COOCHBEHAR(SC),168604641.11,West Bengal,JAGADISH CHANDRA BARMA BASUNIA,COOCHBEHAR(SC),168604641.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,168604641.11,True,18.94306713642702,90.03690036900369,0.0,0,0.0,41.25321014268753,False,0.0,40,24.56,LOW,Data-quality validation requires review,False,LOW,50,41.25321014268753,0.0,50.0,"['Allocation is in the top 10% of observed records', 'Data-quality validation requires review']",Allocation is in the top 10% of observed records | Data-quality validation requires review,30.97,MEDIUM,MONITOR,Monitor and perform periodic data/document verification,MONITOR_ALERT,MEDIUM RISK | Score 30.97/100 | MP: JAGADISH CHANDRA BARMA BASUNIA | Constituency: COOCHBEHAR(SC) | Factors: Allocation is in the top 10% of observed records | Data-quality validation requires review | Recommended action: Monitor and perform periodic data/document verification,54.0
248,Uttar Pradesh,KISHORI LAL,AMETHI,171500000,Uttar Pradesh,KISHORI LAL,AMETHI,171500000.0,False,False,False,False,False,True,85.0,True,MP_RECORD,True,171500000.0,True,18.96009383040117,91.05166051660515,0.0,0,0.0,40.527465028543496,False,0.0,40,24.24,LOW,Data-quality validation requires review,False,LOW,50,40.527465028543496,0.0,50.0,"['Allocation is in the top 10% of observed records', 'Data-quality validation requires review']",Allocation is in the top 10% of observed records | Data-quality validation requires review,30.7,MEDIUM,MONITOR,Monitor and perform periodic data/document verification,MONITOR_ALERT,MEDIUM RISK | Score 30.7/100 | MP: KISHORI LAL | Constituency: AMETHI | Factors: Allocation is in the top 10% of observed records | Data-quality validation requires review | Recommended action: Monitor and perform periodic data/document verification,55.0
467,Tamil Nadu,Shri vijayakumar Vasanth,KANNIYAKUMARI,171500000,Tamil Nadu,Shri vijayakumar Vasanth,KANNIYAKUMARI,171500000.0,False,False,False,False,False,True,85.0,True,MP_RECORD,True,171500000.0,True,18.96009383040117,91.05166051660515,0.0,0,0.0,40.527465028543496,False,0.0,40,24.24,LOW,Data-quality validation requires review,False,LOW,50,40.527465028543496,0.0,50.0,"['Allocation is in the top 10% of observed records', 'Data-quality validation requires review']",Allocation is in the top 10% of observed records | Data-quality validation requires review,30.7,MEDIUM,MONITOR,Monitor and perform periodic data/document verification,MONITOR_ALERT,MEDIUM RISK | Score 30.7/100 | MP: Shri vijayakumar Vasanth | Constituency: KANNIYAKUMARI | Factors: Allocation is in the top 10% of observed records | Data-quality validation requires review | Recommended action: Monitor and perform periodic data/document verification,56.0
225,Tamil Nadu,Kalanidhi Veeraswamy,CHENNAI NORTH,171500000,Tamil Nadu,Kalanidhi Veeraswamy,CHENNAI NORTH,171500000.0,False,False,False,False,False,True,85.0,True,MP_RECORD,True,171500000.0,True,18.96009383040117,91.05166051660515,0.0,0,0.0,40.527465028543496,False,0.0,40,24.24,LOW,Data-quality validation requires review,False,LOW,50,40.527465028543496,0.0,50.0,"['Allocation is in the top 10% of observed records', 'Data-quality validation requires review']",Allocation is in the top 10% of observed records | Data-quality validation requires review,30.7,MEDIUM,MONITOR,Monitor and perform periodic data/document verification,MONITOR_ALERT,MEDIUM RISK | Score 30.7/100 | MP: Kalanidhi Veeraswamy | Constituency: CHENNAI NORTH | Factors: Allocation is in the top 10% of observed records | Data-quality validation requires review | Recommended action: Monitor and perform periodic data/document verification,57.0
415,Tamil Nadu,Sasikanth Senthil,TIRUVALLUR(SC),171500000,Tamil Nadu,Sasikanth Senthil,TIRUVALLUR(SC),171500000.0,False,False,False,False,False,True,85.0,True,MP_RECORD,True,171500000.0,True,18.96009383040117,91.05166051660515,0.0,0,0.0,40.527465028543496,False,0.0,40,24.24,LOW,Data-quality validation requires review,False,LOW,50,40.527465028543496,0.0,50.0,"['Allocation is in the top 10% of observed records', 'Data-quality validation requires review']",Allocation is in the top 10% of observed records | Data-quality validation requires review,30.7,MEDIUM,MONITOR,Monitor and perform periodic data/document verification,MONITOR_ALERT,MEDIUM RISK | Score 30.7/100 | MP: Sasikanth Senthil | Constituency: TIRUVALLUR(SC) | Factors: Allocation is in the top 10% of observed records | Data-quality validation requires review | Recommended action: Monitor and perform periodic data/document verification,58.0
540,Andhra Pradesh,Y S Avinash Reddy,KADAPA,156430260.11,Andhra Pradesh,Y S Avinash Reddy,KADAPA,156430260.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,156430260.11,True,18.868120852717663,82.10332103321034,0.0,0,0.0,41.83050871439188,False,0.0,0,18.82,LOW,Data-quality validation requires review,False,LOW,25,41.83050871439188,0.0,50.0,['Data-quality validation requires review'],Data-quality validation requires review,23.18,LOW,ROUTINE,No immediate action; continue routine monitoring,NO_ALERT,LOW RISK | Score 23.18/100 | MP: Y S Avinash Reddy | Constituency: KADAPA | Factors: Data-quality validation requires review | Recommended action: No immediate action; continue routine monitoring,59.0
188,Madhya Pradesh,Gyaneshwar Patil,KHANDWA,155690684.77,Madhya Pradesh,Gyaneshwar Patil,KHANDWA,155690684.77,False,False,False,False,False,True,85.0,True,MP_RECORD,True,155690684.77,True,18.86338181337065,81.91881918819189,0.0,0,0.0,41.726494339829244,False,0.0,0,18.78,LOW,Data-quality validation requires review,False,LOW,25,41.726494339829244,0.0,50.0,['Data-quality validation requires review'],Data-quality validation requires review,23.15,LOW,ROUTINE,No immediate action; continue routine monitoring,NO_ALERT,LOW RISK | Score 23.15/100 | MP: Gyaneshwar Patil | Constituency: KHANDWA | Factors: Data-quality validation requires review | Recommended action: No immediate action; continue routine monitoring,60.0
460,Kerala,Shri Rajmohan Unnithan,KASARAGOD,156754633.11,Kerala,Shri Rajmohan Unnithan,KASARAGOD,156754633.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,156754633.11,True,18.870192300740467,82.28782287822878,0.0,0,0.0,40.920854341175136,False,0.0,0,18.41,LOW,Data-quality validation requires review,False,LOW,25,40.920854341175136,0.0,50.0,['Data-quality validation requires review'],Data-quality validation requires review,22.84,LOW,ROUTINE,No immediate action; continue routine monitoring,NO_ALERT,LOW RISK | Score 22.84/100 | MP: Shri Rajmohan Unnithan | Constituency: KASARAGOD | Factors: Data-quality validation requires review | Recommended action: No immediate action; continue routine monitoring,61.0
39,Jharkhand,Annpurna Devi,KODARMA,166665931.8,Jharkhand,Annpurna Devi,KODARMA,166665931.8,False,False,False,False,False,True,85.0,True,MP_RECORD,True,166665931.8,True,18.931501964508666,88.56088560885608,0.0,0,0.0,40.892149499256014,False,0.0,0,18.4,LOW,Data-quality validation requires review,False,LOW,25,40.892149499256014,0.0,50.0,['Data-quality validation requires review'],Data-quality validation requires review,22.83,LOW,ROUTINE,No immediate action; continue routine monitoring,NO_ALERT,LOW RISK | Score 22.83/100 | MP: Annpurna Devi | Constituency: KODARMA | Factors: Data-quality validation requires review | Recommended action: No immediate action; continue routine monitoring,62.0
502,Bihar,SURENDRA PRASAD YADAV,JAHANABAD,155325714,Bihar,SURENDRA PRASAD YADAV,JAHANABAD,155325714.0,False,False,False,False,False,True,85.0,True,MP_RECORD,True,155325714.0,True,18.861034857154685,81.54981549815497,0.0,0,0.0,40.79370662177777,False,0.0,0,18.36,LOW,Data-quality validation requires review,False,LOW,25,40.79370662177777,0.0,50.0,['Data-quality validation requires review'],Data-quality validation requires review,22.8,LOW,ROUTINE,No immediate action; continue routine monitoring,NO_ALERT,LOW RISK | Score 22.8/100 | MP: SURENDRA PRASAD YADAV | Constituency: JAHANABAD | Factors: Data-quality validation requires review | Recommended action: No immediate action; continue routine monitoring,63.0
58,Uttar Pradesh,ATUL GARG,GHAZIABAD,155336470,Uttar Pradesh,ATUL GARG,GHAZIABAD,155336470.0,False,False,False,False,False,True,85.0,True,MP_RECORD,True,155336470.0,True,18.861104102788616,81.73431734317343,0.0,0,0.0,40.74414910969769,False,0.0,0,18.33,LOW,Data-quality validation requires review,False,LOW,25,40.74414910969769,0.0,50.0,['Data-quality validation requires review'],Data-quality validation requires review,22.78,LOW,ROUTINE,No immediate action; continue routine monitoring,NO_ALERT,LOW RISK | Score 22.78/100 | MP: ATUL GARG | Constituency: GHAZIABAD | Factors: Data-quality validation requires review | Recommended action: No immediate action; continue routine monitoring,64.0
2,Jammu And Kashmir,ABDUL RASHID SHEIKH,BARAMULLAH,154773472.11,Jammu And Kashmir,ABDUL RASHID SHEIKH,BARAMULLAH,154773472.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,154773472.11,True,18.857473142097195,80.81180811808119,0.0,0,0.0,40.76115531783503,False,0.0,0,18.34,LOW,Data-quality validation requires review,False,LOW,25,40.76115531783503,0.0,50.0,['Data-quality validation requires review'],Data-quality validation requires review,22.78,LOW,ROUTINE,No immediate action; continue routine monitoring,NO_ALERT,LOW RISK | Score 22.78/100 | MP: ABDUL RASHID SHEIKH | Constituency: BARAMULLAH | Factors: Data-quality validation requires review | Recommended action: No immediate action; continue routine monitoring,65.0
370,Uttar Pradesh,Rajnath Singh,LUCKNOW,154808797.11,Uttar Pradesh,Rajnath Singh,LUCKNOW,154808797.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,154808797.11,True,18.857701352840756,80.99630996309963,0.0,0,0.0,40.70462140959784,False,0.0,0,18.32,LOW,Data-quality validation requires review,False,LOW,25,40.70462140959784,0.0,50.0,['Data-quality validation requires review'],Data-quality validation requires review,22.77,LOW,ROUTINE,No immediate action; continue routine monitoring,NO_ALERT,LOW RISK | Score 22.77/100 | MP: Rajnath Singh | Constituency: LUCKNOW | Factors: Data-quality validation requires review | Recommended action: No immediate action; continue routine monitoring,66.0
513,Tamil Nadu,THARANIVENTHAN M S,ARANI,168337124.35,Tamil Nadu,THARANIVENTHAN M S,ARANI,168337124.35,False,False,False,False,False,True,85.0,True,MP_RECORD,True,168337124.35,True,18.94147922514948,89.85239852398524,0.0,0,0.0,40.652363156812655,False,0.0,0,18.29,LOW,Data-quality validation requires review,False,LOW,25,40.652363156812655,0.0,50.0,['Data-quality validation requires review'],Data-quality validation requires review,22.74,LOW,ROUTINE,No immediate action; continue routine monitoring,NO_ALERT,LOW RISK | Score 22.74/100 | MP: THARANIVENTHAN M S | Constituency: ARANI | Factors: Data-quality validation requires review | Recommended action: No immediate action; continue routine monitoring,67.0
67,Maharashtra,BAJRANG MANOHAR SONWANE,BEED,165899107.19,Maharashtra,BAJRANG MANOHAR SONWANE,BEED,165899107.19,False,False,False,False,False,True,85.0,True,MP_RECORD,True,165899107.19,True,18.92689037955852,88.37638376383764,0.0,0,0.0,40.61666314413021,False,0.0,0,18.28,LOW,Data-quality validation requires review,False,LOW,25,40.61666314413021,0.0,50.0,['Data-quality validation requires review'],Data-quality validation requires review,22.73,LOW,ROUTINE,No immediate action; continue routine monitoring,NO_ALERT,LOW RISK | Score 22.73/100 | MP: BAJRANG MANOHAR SONWANE | Constituency: BEED | Factors: Data-quality validation requires review | Recommended action: No immediate action; continue routine monitoring,68.0
396,Odisha,RUDRA NARAYAN PANY,DHENKANAL,155013957.11,Odisha,RUDRA NARAYAN PANY,DHENKANAL,155013957.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,155013957.11,True,18.859025723151635,81.18081180811808,0.0,0,0.0,40.51634767834423,False,0.0,0,18.23,LOW,Data-quality validation requires review,False,LOW,25,40.51634767834423,0.0,50.0,['Data-quality validation requires review'],Data-quality validation requires review,22.69,LOW,ROUTINE,No immediate action; continue routine monitoring,NO_ALERT,LOW RISK | Score 22.69/100 | MP: RUDRA NARAYAN PANY | Constituency: DHENKANAL | Factors: Data-quality validation requires review | Recommended action: No immediate action; continue routine monitoring,69.0
314,Maharashtra,Nitin Jairam Gadkari,NAGPUR,168195086.11,Maharashtra,Nitin Jairam Gadkari,NAGPUR,168195086.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,168195086.11,True,18.940635096455853,89.66789667896678,0.0,0,0.0,40.48433363929758,False,0.0,0,18.22,LOW,Data-quality validation requires review,False,LOW,25,40.48433363929758,0.0,50.0,['Data-quality validation requires review'],Data-quality validation requires review,22.68,LOW,ROUTINE,No immediate action; continue routine monitoring,NO_ALERT,LOW RISK | Score 22.68/100 | MP: Nitin Jairam Gadkari | Constituency: NAGPUR | Factors: Data-quality validation requires review | Recommended action: No immediate action; continue routine monitoring,70.0
146,West Bengal,Dr Sukanta Majumdar,BALURGHAT,157085364.9,West Bengal,Dr Sukanta Majumdar,BALURGHAT,157085364.9,False,False,False,False,False,True,85.0,True,MP_RECORD,True,157085364.9,True,18.87229994739112,82.47232472324724,0.0,0,0.0,40.42694713821737,False,0.0,0,18.19,LOW,Data-quality validation requires review,False,LOW,25,40.42694713821737,0.0,50.0,['Data-quality validation requires review'],Data-quality validation requires review,22.66,LOW,ROUTINE,No immediate action; continue routine monitoring,NO_ALERT,LOW RISK | Score 22.66/100 | MP: Dr Sukanta Majumdar | Constituency: BALURGHAT | Factors: Data-quality validation requires review | Recommended action: No immediate action; continue routine monitoring,71.0
281,Rajasthan,MANJU SHARMA,JAIPUR,167082901.11,Rajasthan,MANJU SHARMA,JAIPUR,167082901.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,167082901.11,True,18.93400066702583,88.74538745387454,0.0,0,0.0,40.35184712071676,False,0.0,0,18.16,LOW,Data-quality validation requires review,False,LOW,25,40.35184712071676,0.0,50.0,['Data-quality validation requires review'],Data-quality validation requires review,22.63,LOW,ROUTINE,No immediate action; continue routine monitoring,NO_ALERT,LOW RISK | Score 22.63/100 | MP: MANJU SHARMA | Constituency: JAIPUR | Factors: Data-quality validation requires review | Recommended action: No immediate action; continue routine monitoring,72.0
27,Rajasthan,AMRARAM,SIKAR,165691544.11,Rajasthan,AMRARAM,SIKAR,165691544.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,165691544.11,True,18.925638455808294,88.19188191881919,0.0,0,0.0,40.258350345073495,False,0.0,0,18.12,LOW,Data-quality validation requires review,False,LOW,25,40.258350345073495,0.0,50.0,['Data-quality validation requires review'],Data-quality validation requires review,22.6,LOW,ROUTINE,No immediate action; continue routine monitoring,NO_ALERT,LOW RISK | Score 22.6/100 | MP: AMRARAM | Constituency: SIKAR | Factors: Data-quality validation requires review | Recommended action: No immediate action; continue routine monitoring,73.0
82,Madhya Pradesh,BHARTI PARDHI,BALAGHAT,154398389.01,Madhya Pradesh,BHARTI PARDHI,BALAGHAT,154398389.01,False,False,False,False,False,True,85.0,True,MP_RECORD,True,154398389.01,True,18.855046768104213,80.62730627306273,0.0,0,0.0,40.22600150102003,False,0.0,0,18.1,LOW,Data-quality validation requires review,False,LOW,25,40.22600150102003,0.0,50.0,['Data-quality validation requires review'],Data-quality validation requires review,22.58,LOW,ROUTINE,No immediate action; continue routine monitoring,NO_ALERT,LOW RISK | Score 22.58/100 | MP: BHARTI PARDHI | Constituency: BALAGHAT | Factors: Data-quality validation requires review | Recommended action: No immediate action; continue routine monitoring,74.0
216,Chhattisgarh,Jyotsna Charandas Mahant,KORBA,155153738.11,Chhattisgarh,Jyotsna Charandas Mahant,KORBA,155153738.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,155153738.11,True,18.85992704853604,81.36531365313652,0.0,0,0.0,40.03909398492837,False,0.0,0,18.02,LOW,Data-quality validation requires review,False,LOW,25,40.03909398492837,0.0,50.0,['Data-quality validation requires review'],Data-quality validation requires review,22.52,LOW,ROUTINE,No immediate action; continue routine monitoring,NO_ALERT,LOW RISK | Score 22.52/100 | MP: Jyotsna Charandas Mahant | Constituency: KORBA | Factors: Data-quality validation requires review | Recommended action: No immediate action; continue routine monitoring,75.0
